"id","nom","voie","codepostal","ville","st_y","st_x"
30891,"Ti Hanok","8 RUE DU LEVENANT","Auray","47.669814","-2.985582"
31236,"Cine Cristal","1 PLACE DE LA PAIX","Aurillac","44.92393","2.442797"
31331,"Les Ecrins","OFFICE MUNICIPA DE TOURISME","Auris","45.037556","6.081406"
31544,"L'oustal","PLACE DU 8 MAI 1945","Auterive","43.350358","1.474329"
32092,"Le Clos","LE CLOS","Autrans-Méaudre en Vercors","45.1750733","5.540751"
32363,"Arletty","5 RUE PERNETTE","Autun","46.95158","4.296621"
32651,"Mega Cgr Casino","1 BOULEVARD DU 11 NOVEMBRE","Auxerre","47.793473","3.56576"
32771,"L Empire","JARDIN DE L'HOTEL DE VILLE","Auxonne","47.193943","5.404892"
32941,"Studio 7","LE CHEMIN DES ECOLIERS","Auzielle","43.543431","1.565026"
33122,"Vauban","1 RUE DU MARECHAL FOCH","Avallon","47.490254","3.909327"
33621,"Cameo","51 RUE DES PRES","Avesnes-sur-Helpe","50.124842","3.926833"
33751,"Vox","22 PLACE DE L'HORLOGE","Avignon","43.949433","4.806281"
33772,"Utopia Republique (Utopia 5)","5 RUE FIGUIERE","Avignon","43.947217","4.806805"
33791,"Utopia Manutention 1","4 RUE DES ESCALIERS SAINTE ANNE","Avignon","43.951249","4.808538"
33801,"Pathé Cap Sud","ZONE COMMERCIALE CAP SUD","Avignon","43.929048","4.837198"
33912,"Le Familia","RUE EDOUARD DEPRET","Avion","50.408702","2.824662"
34182,"Star","49 RUE DE LA CONSTITUTION","Avranches","48.684271","-1.35894"
34482,"Casino","ALLEES DU COULOUBRET","Ax-les-Thermes","42.72135","1.838852"
35272,"Le Concorde","10 RUE DE L ABBE MUNIER","Baccarat","48.447747","6.736992"
35861,"Le Maintenon","RUE ALFRED ROLLAND","Bagnères-de-Bigorre","43.062858","0.15111"
35872,"Rex","RUE LASSUS NESTIER","Bagnères-de-Luchon","42.788987","0.591188"
35953,"Théâtre Victor Hugo","14 AV VICTOR HUGO","Bagneux","48.804045","2.321692"
36013,"Le Cin'hoche","6 RUE HOCHE","Bagnolet","48.869237","2.417029"
36071,"Casino Du Lac","6 AVENUE ROBERT  COUSIN","Bagnoles de L'Orne Normandie","48.557714","-0.418487"
36122,"Casino","14 RUE DU CASINO","Bagnols-sur-Cèze","44.16605","4.620681"
36282,"Salle Municipale Claude Plan","SALLE MUNICIPALE CLAUDE PLAN","Baillargues","43.662182","4.013467"
36352,"Flandria","45 RUE DES VIVIERS","Bailleul","50.740146","2.736651"
36602,"Le Scenario","RUE DU CHENE VERT","Bain-de-Bretagne","47.845691","-1.687075"
37350,"Cine Toile","2 RUE DES COLOMBES","Ballancourt-sur-Essonne","48.528643","2.388787"
38501,"Cinéma De Baraqueville","PLACE RENE CASSIN","Baraqueville","44.277667","2.43172"
38592,"Salle Communale","SALLE COMMUNALE","Barbaste","44.169886","0.285632"
